Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Teddy Bridgewater,MIA,QB,30,5,2,0,0,683,4,79,27,0,3,0,0,38,38.0,4,0,0
Justin Jackson,DET,RB,26,15,0,18,11,0,0,0,168,1,41,90,1,38,48.8,0,0,0
Gardner Minshew II,PHI,QB,26,5,2,0,0,663,3,76,3,1,7,0,0,37,36.8,3,4,1
Logan Thomas,WAS,TE,31,13,12,58,37,0,0,0,0,0,0,307,1,37,73.7,0,0,0
Justin Watson,KAN,WR,26,16,5,32,14,0,0,0,0,0,0,248,2,37,50.8,0,0,0
Matt Breida,NYG,RB,27,16,0,17,13,0,0,0,192,1,50,106,0,36,48.8,0,0,0
Tutu Atwell,LAR,WR,23,12,3,32,16,0,0,0,23,0,8,271,1,35,51.4,0,0,0
Jarvis Landry,NOR,WR,30,9,3,39,25,0,0,0,0,0,0,272,1,35,60.2,0,1,0
Zack Moss,2TM,RB,25,12,2,10,8,0,0,0,342,0,75,32,0,35,43.4,0,1,1
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
C.J. Uzomah,NYJ,TE,29,15,13,27,21,0,0,0,0,0,0,232,2,35,56.2,0,0,0
Mark Ingram,NOR,RB,33,10,3,18,16,0,0,0,233,1,62,68,0,34,50.1,0,2,2
Raheem Blackshear,CAR,RB,23,12,1,12,10,0,0,0,76,3,22,93,0,33,42.9,0,1,1
Colt McCoy,ARI,QB,36,4,3,0,0,780,1,132,36,0,14,0,0,33,32.8,3,2,0
Tre'Quan Smith,NOR,WR,26,14,5,26,18,0,0,0,0,0,0,272,1,33,51.2,0,0,0
Tommy Tremble,CAR,TE,22,16,4,31,18,0,0,0,0,0,0,172,3,33,51.2,0,1,1
Robbie Anderson,2TM,WR,29,16,7,44,20,0,0,0,0,0,0,282,1,32,52.2,0,1,1
Phillip Dorsett,HOU,WR,29,15,4,40,20,0,0,1,0,0,0,257,1,32,51.7,0,0,0
Kendall Hinton,DEN,WR,25,12,5,33,24,0,0,0,13,0,2,311,0,32,56.4,0,0,0
Kyle Juszczyk,SFO,RB,31,15,11,22,18,0,0,0,23,1,6,174,1,32,49.7,0,0,0
Hunter Renfrow,LVR,WR,27,9,1,43,29,0,0,0,0,0,0,267,1,31,59.7,0,3,1
Kadarius Toney,2TM,WR,23,8,3,18,14,0,0,0,56,0,4,153,2,31,44.9,0,1,1
Kylen Granson,IND,TE,24,13,4,40,31,0,0,0,0,0,1,302,0,30,61.2,0,1,0
Marlon Mack,2TM,RB,26,8,0,10,8,0,0,0,84,1,16,99,1,30,38.3,0,0,0
MyCole Pruitt,ATL,TE,30,12,4,16,13,0,0,0,0,0,0,116,3,30,42.6,0,0,0
Boston Scott,PHI,RB,27,14,2,6,5,0,0,0,163,2,45,15,0,30,34.8,0,0,0
Shane Zylstra,DET,TE,26,12,2,14,11,0,0,0,0,0,0,60,4,30,41.0,0,0,0
Mo Alie-Cox,IND,TE,29,16,10,27,18,0,0,0,0,0,0,185,2,29,46.5,0,1,1
Harrison Bryant,CLE,TE,24,16,8,40,29,0,0,0,8,0,1,219,1,29,57.7,0,0,0
Jake Ferguson,DAL,TE,23,15,7,21,18,0,0,0,0,0,0,170,2,29,47.0,0,0,0
Peyton Hendershot,DAL,TE,23,16,2,16,11,0,0,0,2,1,1,103,2,29,39.5,0,1,0
Jordan Mason,SFO,RB,23,15,0,0,0,0,0,0,230,1,35,0,0,29,29.0,0,0,0
J.D. McKissic,WAS,RB,29,8,0,40,27,0,0,0,95,0,22,173,0,29,55.8,0,0,0
Wan'Dale Robinson,NYG,WR,21,6,3,31,23,0,0,0,-1,0,2,227,1,29,51.6,0,0,0
Irv Smith Jr.,MIN,TE,24,7,0,33,22,0,0,0,0,0,0,168,2,29,50.8,0,1,0
Jarrett Stidham,LVR,QB,26,4,1,0,0,437,3,47,34,0,7,0,0,29,28.9,2,1,0
Ameer Abdullah,LVR,RB,29,16,0,30,24,0,0,0,20,0,4,201,1,28,52.1,0,0,0
Dyami Brown,WAS,WR,23,14,0,14,5,0,0,0,15,0,1,143,2,28,32.8,0,0,0
Ashton Dulin,IND,WR,25,11,2,22,15,0,0,0,8,0,2,207,1,28,42.5,0,0,0
KhaDarel Hodge,ATL,WR,27,16,1,20,13,0,0,0,0,0,0,202,1,28,41.2,0,0,0
Ty Johnson,NYJ,RB,25,16,1,21,10,0,0,0,148,1,25,75,0,28,38.3,0,0,0
Trey McBride,ARI,TE,23,15,12,36,26,0,0,0,0,0,0,224,1,28,54.4,0,1,0
DeeJay Dallas,SEA,RB,24,14,0,18,16,0,0,1,157,0,33,129,0,27,42.6,1,1,0
Malik Davis,DAL,RB,24,11,0,7,6,0,0,0,142,1,33,63,0,27,32.5,0,0,0
Justice Hill,BAL,RB,25,14,0,12,12,0,0,0,228,0,42,58,0,27,38.6,0,2,1
Travis Homer,SEA,RB,24,10,1,18,16,0,0,0,74,0,19,157,1,27,43.1,0,1,1
O.J. Howard,HOU,TE,28,13,10,23,10,0,0,0,0,0,0,145,2,27,36.5,0,0,0
Josh Oliver,BAL,TE,25,16,8,24,14,0,0,0,0,0,0,149,2,27,40.9,0,0,0
Javonte Williams,DEN,RB,22,4,4,22,16,0,0,0,204,0,47,76,0,26,42.0,0,1,1
Dare Ogunbowale,HOU,RB,28,16,3,20,15,0,0,0,90,1,31,99,0,25,39.9,0,0,0
Byron Pringle,CHI,WR,29,10,3,15,9,0,0,0,0,0,0,130,2,25,34.0,0,0,0
Jonnu Smith,NWE,TE,27,14,8,38,27,0,0,0,5,0,1,245,0,25,52.0,0,1,0
Adam Trautman,NOR,TE,25,14,11,21,17,0,0,0,0,0,0,189,1,25,41.9,0,0,0
Sammy Watkins,2TM,WR,29,11,5,23,14,0,0,0,0,0,0,246,0,25,38.6,0,0,0
A.J. Green,ARI,WR,34,14,9,42,21,0,0,0,0,0,0,145,1,23,43.5,0,0,0
Alec Ingold,MIA,RB,26,16,13,23,15,0,0,0,8,1,6,105,1,23,38.3,0,0,0
Elijah Mitchell,SFO,RB,24,4,1,4,3,0,0,0,224,0,40,7,0,23,26.1,0,0,0
Desmond Ridder,ATL,QB,23,3,3,0,0,484,0,85,55,0,14,0,0,23,22.9,0,2,1
Marquez Callaway,NOR,WR,24,13,3,31,16,0,0,0,0,0,0,158,1,22,37.8,0,0,0
River Cracraft,MIA,WR,28,10,0,13,8,0,0,0,0,0,0,97,2,22,29.7,0,0,0
Brandon Powell,LAR,WR,27,16,5,29,23,0,0,0,65,0,16,154,0,22,44.9,0,1,0
Craig Reynolds,DET,RB,26,9,0,10,9,0,0,0,102,0,23,116,0,22,30.8,0,0,0
Kyren Williams,LAR,RB,22,9,0,12,9,0,0,0,139,0,35,76,0,22,30.5,0,0,0
David Bell,CLE,WR,22,15,3,33,24,0,0,0,0,0,0,214,0,21,45.4,0,0,0
Sam Ehlinger,IND,QB,24,3,2,0,0,364,1,66,66,0,12,0,0,21,21.2,1,1,1
Jody Fortson,KAN,TE,27,13,1,13,9,0,0,0,0,0,0,108,2,21,29.8,0,1,1
Marcedes Lewis,GNB,TE,38,16,16,7,6,0,0,0,0,0,0,66,2,21,26.6,0,0,0
Skyy Moore,KAN,WR,22,16,3,33,22,0,0,0,24,0,3,250,0,21,43.4,0,3,3
Zach Pascal,PHI,WR,28,16,1,19,15,0,0,0,0,0,1,150,1,21,36.0,0,0,0
Amari Rodgers,2TM,WR,23,15,1,21,13,0,0,0,7,0,2,182,1,21,33.9,0,5,2
Eric Saubert,DEN,TE,28,16,5,24,15,0,0,0,0,0,0,148,1,21,35.8,0,0,0
Khalil Shakir,BUF,WR,22,13,2,18,9,0,0,0,0,0,0,133,1,21,30.3,0,0,0
Sterling Shepard,NYG,WR,29,3,2,24,13,0,0,0,0,0,0,154,1,21,34.4,0,0,0
Durham Smythe,MIA,TE,27,15,14,15,12,0,0,0,1,1,2,90,1,21,33.1,0,0,0
Mike Boone,DEN,RB,27,9,0,15,9,0,0,0,102,0,24,96,0,20,28.8,0,0,0
Keelan Cole,LVR,WR,29,13,3,19,9,0,0,0,0,0,0,136,1,20,28.6,0,1,0
Johnny Mundt,MIN,TE,28,16,12,21,19,0,0,0,0,0,0,140,1,20,39.0,0,0,0
Pierre Strong,NWE,RB,24,14,0,7,7,0,0,0,100,1,10,42,0,20,27.2,0,0,0
Ian Thomas,CAR,TE,26,16,16,30,21,0,0,0,0,0,0,197,0,20,40.7,0,0,0
Mitchell Wilcox,CIN,TE,26,15,4,18,17,0,0,0,0,0,0,139,1,20,36.9,0,0,0
Tevin Coleman,SFO,RB,29,5,0,3,3,0,0,0,26,1,12,44,1,19,22.0,0,0,0
KJ Hamler,DEN,WR,23,7,0,14,7,0,0,0,23,0,2,165,0,19,25.8,0,0,0
Connor Heyward,PIT,TE,23,16,0,13,9,0,0,0,21,0,1,106,1,19,27.7,0,0,0
Scott Miller,TAM,WR,25,14,1,38,22,0,0,0,8,0,1,177,0,19,40.5,0,0,0
Denzel Mims,NYJ,WR,25,9,4,25,11,0,0,0,0,0,0,186,0,19,29.6,0,0,0
Malik Willis,TEN,QB,23,8,3,0,0,276,0,61,123,1,27,0,0,19,19.3,3,3,2
Brandon Bolden,LVR,RB,32,15,0,9,9,0,0,0,66,0,17,57,1,18,27.3,0,0,0
Gary Brightwell,NYG,RB,23,16,0,5,4,0,0,0,81,1,20,36,0,18,21.7,0,0,0
Malcolm Brown,LAR,RB,29,10,0,6,5,0,0,0,81,1,18,37,0,18,22.8,0,0,0
Jalen Nailor,MIN,WR,23,14,0,8,5,0,0,0,0,0,0,117,1,18,22.7,0,0,0
Brett Rypien,DEN,QB,26,4,2,0,0,483,2,88,7,0,6,0,0,18,18.0,4,4,1
John Bates,WAS,TE,25,15,7,22,14,0,0,0,0,0,0,108,1,17,30.8,0,1,0
Cameron Brate,TAM,TE,31,10,1,38,20,0,0,0,0,0,0,174,0,17,37.4,0,0,0
Ross Dwelley,SFO,TE,27,12,0,5,3,0,0,0,0,0,0,105,1,17,19.5,0,0,0
C.J. Ham,MIN,RB,29,16,4,8,6,0,0,0,7,2,4,39,0,17,22.6,0,0,0
N'Keal Harry,CHI,WR,25,6,0,7,6,0,0,0,0,0,0,109,1,17,22.9,0,0,0
James Mitchell,DET,TE,23,13,0,10,10,0,0,0,0,0,0,106,1,17,26.6,0,0,0
Jalen Reagor,MIN,WR,23,16,0,11,6,0,0,0,20,0,3,87,1,17,22.7,0,4,0
Benny Snell Jr.,PIT,RB,24,16,0,2,2,0,0,0,90,1,20,17,0,17,18.7,0,0,0
Darrel Williams,ARI,RB,27,6,0,8,4,0,0,0,102,1,21,9,0,17,21.1,0,0,0
Kyle Allen,HOU,QB,26,2,2,0,0,416,2,78,13,0,6,0,0,16,15.9,4,4,1
Sony Michel,LAC,RB,27,10,0,13,9,0,0,0,106,0,36,53,0,16,24.9,0,0,0
Albert Okwuegbunam,DEN,TE,24,7,1,17,10,0,0,0,0,0,0,95,1,16,25.5,0,0,0
Donald Parham,LAC,TE,25,5,1,10,8,0,0,0,0,0,0,99,1,16,23.9,0,0,0
Steven Sims,PIT,WR,25,11,2,23,14,0,0,0,54,0,12,104,0,16,29.8,0,2,0
Jeff Driskel,HOU,TE,29,6,2,1,1,95,1,18,68,0,17,4,0,15,16.0,0,0,0
DeSean Jackson,BAL,WR,36,7,1,17,9,0,0,0,0,0,0,153,0,15,24.3,0,0,0
Bryce Perkins,LAR,QB,26,5,1,0,0,161,1,34,90,0,19,0,0,15,15.4,2,0,0
Teagan Quitoriano,HOU,TE,22,8,5,10,4,0,0,0,0,0,0,30,2,15,19.0,0,0,0
Anthony Schwartz,CLE,WR,22,11,1,10,4,0,0,0,57,1,4,51,0,15,18.8,0,1,1
Jonathan Williams,WAS,RB,28,12,1,8,5,0,0,0,120,0,23,31,0,15,20.1,0,0,0
John Wolford,LAR,QB,27,3,3,0,0,390,1,62,32,0,8,0,0,15,14.8,3,3,1
Dan Arnold,JAX,TE,27,16,0,13,9,0,0,0,0,0,0,135,0,14,22.5,0,0,0
David Blough,ARI,QB,27,1,1,0,0,222,1,40,7,0,2,0,0,14,13.6,0,0,0
Zander Horvath,LAC,RB,24,15,2,8,5,0,0,0,8,0,4,8,2,14,18.6,0,0,0
Keaontay Ingram,ARI,RB,23,11,0,2,2,0,0,0,55,1,24,23,0,14,15.8,0,0,0
Velus Jones Jr.,CHI,WR,25,11,2,12,6,0,0,0,61,0,8,79,1,14,20.0,0,3,3
Tom Kennedy,DET,WR,26,7,1,15,8,0,0,0,0,0,0,141,0,14,22.1,0,0,0
Ko Kieft,TAM,TE,24,16,11,10,7,0,0,0,0,0,0,80,1,14,21.0,0,0,0
Eric Tomlinson,DEN,TE,30,16,11,12,8,0,0,0,0,0,0,76,1,14,21.6,0,0,0
Samori Toure,GNB,WR,24,10,2,10,5,0,0,0,0,0,0,82,1,14,19.2,0,1,0
Jameson Williams,DET,WR,21,5,0,8,1,0,0,0,40,0,1,41,1,14,15.1,0,0,0
Cedrick Wilson Jr.,MIA,WR,27,15,0,18,12,0,0,0,8,0,1,136,0,14,26.4,0,0,0
Salvon Ahmed,MIA,RB,24,11,0,1,1,0,0,0,57,1,11,8,0,13,13.5,0,0,0
Royce Freeman,HOU,RB,26,3,1,7,5,0,0,0,102,0,34,31,0,13,18.3,0,0,0
Reggie Gilliam,BUF,RB,25,14,4,10,8,0,0,0,0,0,0,69,1,13,20.9,0,0,0
Hassan Haskins,TEN,RB,23,14,1,10,9,0,0,0,90,0,23,44,0,13,22.4,0,0,0
Tanner Hudson,NYG,TE,28,11,0,15,10,0,0,0,0,0,0,132,0,13,23.2,0,0,0
Brevin Jordan,HOU,TE,22,10,2,28,14,0,0,0,0,0,0,128,0,13,26.8,0,0,0
Chris Myarick,NYG,TE,27,16,8,8,7,0,0,0,0,0,0,65,1,13,19.5,0,0,0
Breshad Perriman,TAM,WR,29,10,3,17,8,0,0,0,-7,0,2,101,1,13,21.4,0,2,1
Jeff Smith,NYJ,WR,25,11,0,11,8,0,0,0,0,0,0,134,0,13,21.4,0,0,0
Pharaoh Brown,2TM,TE,28,15,8,20,12,0,0,0,0,0,0,117,0,12,23.7,0,0,0
Trey Lance,SFO,QB,22,2,2,0,0,194,0,31,67,0,16,0,0,12,12.5,1,1,0
Jordan Love,GNB,QB,24,4,0,0,0,195,1,21,-1,0,1,0,0,12,11.7,0,0,0
Quintin Morris,BUF,TE,23,13,1,11,8,0,0,0,0,0,0,84,1,12,20.4,0,1,1
Jack Stoll,PHI,TE,24,16,11,14,11,0,0,0,0,0,0,123,0,12,23.3,0,0,0
Jalen Virgil,DEN,WR,24,8,1,5,2,0,0,0,0,0,0,75,1,12,13.5,0,1,1
Lawrence Cager,2TM,TE,25,6,3,9,5,0,0,0,0,0,0,49,1,11,15.9,0,0,0
Josiah Deguara,GNB,TE,25,16,2,15,13,0,0,0,0,0,0,114,0,11,24.4,0,0,0
Zach Gentry,PIT,TE,26,16,12,22,18,0,0,0,0,0,0,109,0,11,28.9,0,0,0
Kevin Harris,NWE,RB,22,5,1,0,0,0,0,0,52,1,18,0,0,11,11.2,0,0,0
Brycen Hopkins,LAR,TE,25,13,1,10,7,0,0,0,0,0,0,109,0,11,17.9,0,0,0
David Sills,NYG,WR,26,9,5,17,11,0,0,0,0,0,0,106,0,11,21.6,0,0,0
Geoff Swaim,TEN,TE,29,16,12,15,11,0,0,0,0,0,0,53,1,11,22.3,0,0,0
Tyrod Taylor,NYG,QB,33,3,0,0,0,58,1,8,70,0,5,0,0,11,11.3,1,2,1
Skylar Thompson,MIA,QB,25,6,1,0,0,382,1,74,18,0,11,0,0,11,11.1,3,2,2
Snoop Conner,JAX,RB,22,7,0,0,0,0,0,0,42,1,12,0,0,10,10.2,0,0,0
Joshua Dobbs,TEN,QB,27,1,1,0,0,232,1,39,12,0,3,0,0,10,10.5,1,2,1
Chris Evans,CIN,RB,25,12,0,4,3,0,0,0,0,0,0,38,1,10,12.8,0,0,0
Darrynton Evans,CHI,RB,24,6,0,1,1,0,0,0,64,0,14,33,0,10,10.7,0,0,0
T.Y. Hilton,DAL,WR,33,2,0,6,5,0,0,0,0,0,0,102,0,10,15.2,0,0,0
Brandon Johnson,DEN,WR,24,6,1,14,6,0,0,0,0,0,0,42,1,10,16.2,0,0,0
Dax Milne,WAS,WR,23,14,1,7,6,0,0,0,0,0,0,37,1,10,15.7,0,0,0
Giovanni Ricci,CAR,RB,26,14,3,9,8,0,0,0,0,0,0,100,0,10,18.0,0,0,0
Trevor Siemian,CHI,QB,31,2,1,0,0,184,1,26,8,0,4,0,0,10,10.2,1,0,0
Michael Bandy,LAC,WR,25,10,2,21,10,0,0,0,0,0,0,89,0,9,18.9,0,0,0
Anthony Firkser,ATL,TE,27,10,1,12,8,0,0,0,0,0,0,89,0,9,16.9,0,0,0
Phillip Lindsay,IND,RB,28,3,0,8,6,0,0,0,49,0,15,19,0,9,14.8,0,0,0
Patrick Ricard,BAL,RB,28,16,15,13,11,0,0,0,16,0,7,74,0,9,20.0,0,0,0
Armani Rogers,WAS,TE,25,10,3,6,5,0,0,0,24,0,1,64,0,9,13.8,0,0,0
Cam Sims,WAS,WR,26,16,3,17,8,0,0,0,0,0,0,89,0,9,16.9,0,0,0
Chris Streveler,NYJ,QB,27,2,1,0,0,90,0,15,54,0,9,0,0,9,9.0,0,1,0
Derek Watt,PIT,RB,30,16,3,5,5,0,0,0,20,0,8,11,1,9,14.1,0,0,0
Jordan Wilkins,IND,RB,28,4,0,8,6,0,0,0,58,0,13,29,0,9,14.7,0,0,0
Blake Bell,KAN,TE,31,2,1,1,1,0,0,0,0,0,0,17,1,8,8.7,0,0,0
Grant Calcaterra,PHI,TE,24,14,2,9,5,0,0,0,0,0,0,81,0,8,13.1,0,0,0
Parker Hesse,ATL,TE,27,16,6,10,8,0,0,0,0,0,0,83,0,8,16.3,0,0,0
Trace McSorley,ARI,QB,27,5,1,0,0,383,0,74,48,0,12,0,0,8,8.1,4,2,2
Nick Mullens,MIN,QB,27,3,0,0,0,108,1,12,0,0,0,0,0,8,8.3,0,0,0
Andrew Beck,DEN,TE,26,12,4,9,5,0,0,0,0,0,2,69,0,7,11.9,0,0,0
Tyrion Davis-Price,SFO,RB,22,5,0,2,0,0,0,0,72,0,26,0,0,7,7.2,0,0,0
D'Wayne Eskridge,SEA,WR,25,10,0,13,7,0,0,0,10,0,2,58,0,7,13.8,0,0,0
Tyler Mabry,SEA,TE,26,1,0,1,1,0,0,0,0,0,0,7,1,7,7.7,0,0,0
Tre' McKitty,LAC,TE,23,16,7,17,10,0,0,0,0,0,0,72,0,7,17.2,0,1,0
Ty Montgomery,NWE,WR,29,1,0,4,3,0,0,0,-2,0,2,15,1,7,10.3,0,0,0
Kene Nwangwu,MIN,RB,24,16,0,1,1,0,0,0,1,0,4,5,0,7,7.6,0,0,0
Gunner Olszewski,PIT,WR,26,15,2,7,5,0,0,0,35,0,6,53,0,7,11.8,0,2,1
Kevin White,NOR,WR,30,7,2,5,2,0,0,0,0,0,0,74,0,7,9.4,0,0,0
Zamir White,LVR,RB,23,13,0,0,0,0,0,0,66,0,16,0,0,7,6.6,0,0,0
Corey Clement,ARI,RB,28,8,0,3,2,0,0,0,32,0,7,29,0,6,8.1,0,0,0
Jamison Crowder,BUF,WR,29,4,0,13,6,0,0,0,0,0,0,60,0,6,12.0,0,1,0
Jalen Guyton,LAC,WR,25,3,0,4,2,0,0,0,0,0,0,64,0,6,8.4,0,0,0
Marcus Johnson,NYG,WR,28,13,6,16,6,0,0,0,0,0,0,63,0,6,12.3,0,0,0
Tyler Kroft,SFO,TE,30,10,4,5,4,0,0,0,0,0,0,57,0,6,9.7,0,0,0
Jake Kumerow,BUF,WR,30,6,1,7,4,0,0,0,0,0,0,64,0,6,10.4,0,0,0
Mike Strachan,IND,WR,25,12,0,9,3,0,0,0,0,0,0,59,0,6,8.9,0,0,0
Trent Taylor,CIN,WR,28,15,1,10,6,0,0,0,15,0,4,62,0,6,11.7,0,2,1
Mike Thomas,CIN,WR,28,10,2,10,2,0,0,0,0,0,0,38,0,6,7.8,0,0,0
Trayveon Williams,CIN,RB,25,7,0,3,2,0,0,0,30,0,6,30,0,6,8.0,0,0,0
Spencer Brown,CAR,RB,24,2,0,4,2,0,0,0,43,0,9,10,0,5,7.3,0,0,0
Julius Chestnut,TEN,RB,22,5,0,3,3,0,0,0,12,0,9,41,0,5,8.3,0,0,0
Chris Conley,2TM,WR,30,8,1,7,4,0,0,0,0,0,0,46,0,5,8.6,0,0,0
Myles Gaskin,MIA,RB,25,4,0,6,4,0,0,0,26,0,10,28,0,5,9.4,0,0,0
Kenny Golladay,NYG,WR,29,11,3,10,4,0,0,0,0,0,0,51,0,5,9.1,0,0,0
Cody Hollister,TEN,WR,29,11,3,5,3,0,0,0,0,0,0,54,0,5,8.4,0,0,0
Ronald Jones II,KAN,RB,25,5,0,1,1,0,0,0,25,0,7,22,0,5,5.7,0,0,0
Tony Jones,2TM,RB,25,6,0,8,5,0,0,0,24,0,10,30,0,5,10.4,0,0,0
Ronnie Rivers,LAR,RB,23,7,1,5,5,0,0,0,21,0,9,29,0,5,10.0,0,0,0
Isaiah Spiller,LAC,RB,21,6,0,3,3,0,0,0,41,0,18,13,0,5,8.4,0,0,0
Stephen Sullivan,CAR,TE,26,13,0,6,2,0,0,0,0,0,0,46,0,5,6.6,0,0,0
Patrick Taylor,GNB,RB,24,13,0,1,1,0,0,0,31,0,10,17,0,5,5.8,0,0,0
Dwayne Washington,NOR,RB,28,12,0,1,1,0,0,0,38,0,11,7,0,5,5.5,0,0,0
Trevon Wesco,CHI,TE,27,13,1,4,2,0,0,0,0,0,0,26,0,5,6.6,0,0,0
Andre Baccellia,ARI,WR,25,7,0,9,6,0,0,0,0,0,0,39,0,4,9.9,0,0,0
Cole Beasley,2TM,WR,33,4,1,7,6,0,0,0,0,0,0,35,0,4,9.5,0,0,0
Kendall Blanton,LAR,TE,27,4,0,2,2,0,0,0,0,0,0,35,0,4,5.5,0,0,0
Trestan Ebner,CHI,RB,23,16,0,6,2,0,0,0,54,0,24,8,0,4,6.2,0,2,1
Chris Manhertz,JAX,TE,30,16,10,8,6,0,0,0,0,0,0,42,0,4,10.2,0,0,0
Anthony McFarland Jr.,PIT,RB,23,1,0,2,2,0,0,0,30,0,6,11,0,4,6.1,0,0,0
Racey McMath,TEN,WR,23,4,0,8,2,0,0,0,0,0,0,40,0,4,6.0,0,0,0
Kyle Philips,TEN,WR,23,4,0,13,8,0,0,0,0,0,0,78,0,4,11.8,0,2,2
James Proche,BAL,WR,26,14,0,14,8,0,0,1,0,0,0,62,0,4,12.2,1,0,0
Laquon Treadwell,SEA,WR,27,5,0,10,6,0,0,0,0,0,0,42,0,4,10.2,0,0,0
Nick Vannett,2TM,TE,29,8,2,5,4,0,0,0,0,0,0,37,0,4,7.7,0,0,0
Ke'Shawn Vaughn,TAM,RB,25,14,0,2,1,0,0,0,27,0,9,11,0,4,4.8,0,0,0
Daylen Baldwin,CLE,WR,23,1,0,2,2,0,0,0,0,0,0,25,0,3,4.5,0,0,0
Tyrie Cleveland,DEN,WR,25,6,0,7,2,0,0,0,0,0,0,28,0,3,4.8,0,0,0
Jaelon Darden,2TM,WR,23,13,0,2,2,0,0,0,2,0,1,26,0,3,4.8,0,0,0
Tyler Davis,GNB,TE,25,16,1,7,4,0,0,0,0,0,0,26,0,3,6.6,0,0,0
Ben Ellefson,MIN,TE,26,4,1,3,3,0,0,0,0,0,0,26,0,3,5.6,0,0,0
Luke Farrell,JAX,TE,25,16,0,3,3,0,0,0,0,0,0,29,0,3,5.9,0,0,0
Ryan Griffin,CHI,TE,32,14,0,8,4,0,0,0,0,0,0,26,0,3,6.6,0,0,0
Tim Jones,JAX,WR,24,16,1,4,3,0,0,0,0,0,0,30,0,3,6.0,0,0,0
Larry Rountree,LAC,RB,23,3,0,1,1,0,0,0,15,0,10,13,0,3,3.8,0,0,0
DJ Turner,LVR,WR,25,9,0,1,0,0,0,0,26,0,4,0,0,3,2.6,0,1,0
Jonathan Ward,2TM,RB,25,7,0,1,1,0,0,0,26,0,4,4,0,3,4.0,0,0,0
Michael Woods II,CLE,WR,22,9,0,9,4,0,0,0,-5,0,1,30,0,3,6.5,0,0,0
Michael Burton,KAN,RB,30,16,0,3,2,0,0,0,7,0,5,11,0,2,3.8,0,0,0
Quintez Cephus,DET,WR,24,4,1,3,2,0,0,0,0,0,0,15,0,2,3.5,0,0,0
Mike Davis,BAL,RB,29,8,0,2,2,0,0,0,18,0,8,4,0,2,4.2,0,1,0
Bryan Edwards,ATL,WR,24,7,1,5,3,0,0,0,0,0,0,15,0,2,4.5,0,0,0
Simi Fehoko,DAL,WR,25,5,0,4,3,0,0,0,0,0,0,24,0,2,5.4,0,0,0
Nick Foles,IND,QB,33,3,2,0,0,224,0,42,8,0,2,0,0,2,1.8,4,0,0
Danny Gray,SFO,WR,23,12,0,7,1,0,0,0,9,0,1,10,0,2,2.9,0,0,0
Troy Hairston,HOU,RB,24,15,5,7,5,0,0,0,0,0,0,19,0,2,6.9,0,0,0
Penny Hart,SEA,WR,26,9,0,4,3,0,0,0,0,0,0,20,0,2,5.0,0,0,0
Jesper Horsted,LVR,TE,25,14,0,4,3,0,0,0,0,0,0,19,0,2,4.9,0,0,0
Dennis Houston,DAL,WR,23,2,0,6,2,0,0,0,0,0,0,16,0,2,3.6,0,0,0
Lil'Jordan Humphrey,NWE,WR,24,6,2,4,2,0,0,0,0,0,0,20,0,2,4.0,0,0,0
Andy Isabella,2TM,WR,26,5,0,5,2,0,0,0,1,0,1,21,0,2,4.2,0,0,0
David Johnson,NOR,RB,31,4,0,2,2,0,0,0,24,0,12,19,0,2,4.3,0,1,1
D'Ernest Johnson,CLE,RB,26,14,0,3,3,0,0,0,17,0,4,7,0,2,5.4,0,0,0
Keith Kirkwood,NOR,WR,28,4,1,4,2,0,0,0,0,0,0,18,0,2,3.8,0,0,0
Dezmon Patmon,IND,WR,24,1,0,6,2,0,0,0,0,0,0,24,0,2,4.4,0,0,0
Adam Prentice,NOR,RB,25,10,2,3,3,0,0,0,9,0,4,9,0,2,4.8,0,1,0
Kyle Rudolph,TAM,TE,33,8,0,4,2,0,0,0,0,0,0,20,0,2,4.0,0,0,0
Trey Sermon,PHI,RB,23,2,0,0,0,0,0,0,19,0,2,0,0,2,1.9,0,0,0
Stone Smartt,LAC,TE,24,6,1,5,4,0,0,0,0,0,0,17,0,2,5.7,0,0,0
Freddie Swain,2TM,WR,24,3,1,3,2,0,0,0,0,0,0,20,0,2,4.0,0,0,0
J.J. Taylor,NWE,RB,24,1,0,1,1,0,0,0,9,0,10,8,0,2,2.7,0,0,0
Deven Thompkins,TAM,WR,23,4,0,1,1,0,0,0,9,0,1,7,0,2,2.6,0,1,0
Cole Turner,WAS,TE,22,9,2,9,2,0,0,0,0,0,0,23,0,2,4.3,0,0,0
Tylan Wallace,BAL,WR,23,8,0,6,3,0,0,0,0,0,0,21,0,2,5.1,0,0,0
Maxx Williams,ARI,TE,28,10,0,3,3,0,0,0,0,0,0,18,0,2,4.8,0,0,0
Juwann Winfree,GNB,WR,26,3,0,4,1,0,0,0,0,0,0,17,0,2,2.7,0,0,0
Maurice Alexander,DET,WR,25,4,0,1,1,0,0,0,0,0,0,7,0,1,1.7,0,0,0
Brandon Allen,CIN,QB,30,1,0,0,0,22,0,3,-1,0,3,0,0,1,0.8,0,0,0
Stephen Anderson,ARI,TE,29,15,0,7,3,0,0,0,0,0,0,9,0,1,3.9,0,0,0
