Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Travis Homer,SEA,RB,24,3,0,4,4,0,0,0,18,0,4,33,0,5,0,0,0
Austin Hooper,TEN,TE,28,4,0,10,5,0,0,0,0,0,0,48,0,5,0,0,0
Tom Kennedy,DET,WR,26,1,1,5,3,0,0,0,0,0,0,54,0,5,0,0,0
George Kittle,SFO,TE,29,2,2,9,6,0,0,0,0,0,0,52,0,5,0,0,0
Isaiah Likely,BAL,TE,22,4,0,11,5,0,0,0,0,0,0,51,0,5,0,0,0
Ray-Ray McCloud,SFO,WR,26,4,1,8,4,0,0,0,0,0,0,53,0,5,0,2,0
Scott Miller,TAM,WR,25,2,1,13,4,0,0,0,8,0,1,38,0,5,0,0,0
Albert Okwuegbunam,DEN,TE,24,4,0,10,6,0,0,0,0,0,0,45,0,5,0,0,0
Adam Trautman,NOR,TE,25,4,4,4,4,0,0,0,0,0,0,46,0,5,0,0,0
Jonathan Williams,WAS,RB,28,4,0,0,0,0,0,0,54,0,6,0,0,5,0,0,0
Kendall Blanton,LAR,TE,27,2,0,2,2,0,0,0,0,0,0,35,0,4,0,0,0
Matt Breida,NYG,RB,27,4,0,1,0,0,0,0,41,0,10,0,0,4,0,0,0
Grant Calcaterra,PHI,TE,24,2,0,1,1,0,0,0,0,0,0,40,0,4,0,0,0
Zach Gentry,PIT,TE,26,4,2,3,3,0,0,0,0,0,0,42,0,4,0,0,0
Hassan Haskins,TEN,RB,23,4,0,1,1,0,0,0,37,0,9,0,0,4,0,0,0
Peyton Hendershot,DAL,TE,23,4,1,3,3,0,0,0,0,0,0,43,0,4,0,0,0
Hunter Henry,NWE,TE,28,4,3,9,5,0,0,0,0,0,0,41,0,4,0,0,0
Tanner Hudson,NYG,TE,28,4,0,5,3,0,0,0,0,0,0,40,0,4,0,0,0
Elijah Mitchell,SFO,RB,24,1,1,0,0,0,0,0,41,0,6,0,0,4,0,0,0
Skyy Moore,KAN,WR,22,4,1,5,3,0,0,0,0,0,0,61,0,4,0,1,1
Zach Pascal,PHI,WR,28,4,0,7,6,0,0,0,0,0,1,39,0,4,0,0,0
Dak Prescott,DAL,QB,29,1,1,0,0,134,0,29,11,0,2,0,0,4,1,0,0
Patrick Ricard,BAL,RB,28,4,4,5,5,0,0,0,8,0,2,36,0,4,0,0,0
Anthony Schwartz,CLE,WR,22,4,0,2,1,0,0,0,20,0,2,19,0,4,0,0,0
Shi Smith,CAR,WR,24,4,3,13,4,0,0,0,0,0,0,36,0,4,0,1,0
Durham Smythe,MIA,TE,27,4,4,6,5,0,0,0,0,0,0,42,0,4,0,0,0
Tommy Tremble,CAR,TE,22,4,0,8,5,0,0,0,0,0,0,42,0,4,0,0,0
Dan Arnold,JAX,TE,27,4,0,2,2,0,0,0,0,0,0,34,0,3,0,0,0
Andre Baccellia,ARI,WR,25,4,0,6,4,0,0,0,0,0,0,25,0,3,0,0,0
John Bates,WAS,TE,25,4,2,11,6,0,0,0,0,0,0,34,0,3,0,1,0
Mike Boone,DEN,RB,27,4,0,5,2,0,0,0,20,0,3,11,0,3,0,0,0
Tyrie Cleveland,DEN,WR,25,2,0,3,2,0,0,0,0,0,0,28,0,3,0,0,0
Jaelon Darden,TAM,WR,23,4,0,1,1,0,0,0,2,0,1,25,0,3,0,0,0
Tyler Davis,GNB,TE,25,4,0,4,3,0,0,0,0,0,0,29,0,3,0,0,0
Tyrion Davis-Price,SFO,RB,22,1,0,0,0,0,0,0,33,0,14,0,0,3,0,0,0
Josiah Deguara,GNB,TE,25,4,0,3,2,0,0,0,0,0,0,28,0,3,0,0,0
Trestan Ebner,CHI,RB,23,4,0,4,2,0,0,0,43,0,13,8,0,3,0,2,1
Ben Ellefson,MIN,TE,26,4,1,3,3,0,0,0,0,0,0,26,0,3,0,0,0
Anthony Firkser,ATL,TE,27,4,1,3,2,0,0,0,0,0,0,28,0,3,0,0,0
Parker Hesse,ATL,TE,27,4,2,4,3,0,0,0,0,0,0,32,0,3,0,0,0
Alec Ingold,MIA,RB,26,4,4,5,3,0,0,0,3,0,3,23,0,3,0,0,0
Jordan Love,GNB,QB,24,1,0,0,0,65,0,5,0,0,0,0,0,3,0,0,0
Tre' McKitty,LAC,TE,23,4,1,5,4,0,0,0,0,0,0,28,0,3,0,1,0
Quintin Morris,BUF,TE,23,3,0,4,3,0,0,0,0,0,0,28,0,3,0,0,0
Cade Otton,TAM,TE,23,3,3,6,4,0,0,0,0,0,0,33,0,3,0,0,0
Kyle Philips,TEN,WR,23,3,0,11,7,0,0,0,0,0,0,71,0,3,0,2,2
Brandon Powell,LAR,WR,27,4,0,5,5,0,0,0,-12,0,3,43,0,3,0,0,0
Byron Pringle,CHI,WR,29,3,1,3,2,0,0,0,0,0,0,33,0,3,0,0,0
Kalif Raymond,DET,WR,28,4,0,8,4,0,0,0,3,0,1,42,0,3,0,1,1
Jalen Reagor,MIN,WR,23,4,0,4,2,0,0,0,17,0,1,9,0,3,0,1,0
Giovanni Ricci,CAR,RB,26,4,1,3,2,0,0,0,0,0,0,31,0,3,0,0,0
Mike Thomas,CIN,WR,28,4,0,5,1,0,0,0,0,0,0,5,0,3,0,0,0
Zamir White,LVR,RB,23,4,0,0,0,0,0,0,26,0,3,0,0,3,0,0,0
Mitchell Wilcox,CIN,TE,26,4,0,3,3,0,0,0,0,0,0,30,0,3,0,0,0
Cedrick Wilson Jr.,MIA,WR,27,3,0,3,2,0,0,0,8,0,1,20,0,3,0,0,0
Brock Wright,DET,TE,24,4,0,1,1,0,0,0,0,0,0,25,0,3,0,0,0
Ameer Abdullah,LVR,RB,29,4,0,2,1,0,0,0,0,0,0,23,0,2,0,0,0
Cole Beasley,TAM,WR,33,2,0,5,4,0,0,0,0,0,0,17,0,2,0,0,0
Quintez Cephus,DET,WR,24,4,1,3,2,0,0,0,0,0,0,15,0,2,0,0,0
DeeJay Dallas,SEA,RB,24,4,0,2,2,0,0,1,21,0,3,17,0,2,1,0,0
Mike Davis,BAL,RB,29,4,0,0,0,0,0,0,15,0,7,0,0,2,0,1,0
Phillip Dorsett,HOU,WR,29,3,0,4,1,0,0,0,0,0,0,15,0,2,0,0,0
Jeff Driskel,HOU,TE,29,2,0,0,0,0,0,0,15,0,2,0,0,2,0,0,0
D'Wayne Eskridge,SEA,WR,25,4,0,4,3,0,0,0,6,0,1,16,0,2,0,0,0
Simi Fehoko,DAL,WR,25,4,0,4,3,0,0,0,0,0,0,24,0,2,0,0,0
Jake Ferguson,DAL,TE,23,4,2,4,3,0,0,0,0,0,0,20,0,2,0,0,0
D'Onta Foreman,CAR,RB,26,4,0,0,0,0,0,0,16,0,5,0,0,2,0,0,0
Kenny Golladay,NYG,WR,29,4,2,6,2,0,0,0,0,0,0,22,0,2,0,0,0
Ryan Griffin,CHI,TE,32,2,0,3,1,0,0,0,0,0,0,18,0,2,0,0,0
C.J. Ham,MIN,RB,29,4,1,5,3,0,0,0,0,0,0,21,0,2,0,0,0
Penny Hart,SEA,WR,26,4,0,1,1,0,0,0,0,0,0,15,0,2,0,0,0
Jamycal Hasty,JAX,RB,26,4,0,3,2,0,0,0,0,0,0,22,0,2,0,0,0
Cody Hollister,TEN,WR,29,4,0,1,1,0,0,0,0,0,0,22,0,2,0,0,0
Dennis Houston,DAL,WR,23,2,0,6,2,0,0,0,0,0,0,16,0,2,0,0,0
Lil'Jordan Humphrey,NWE,WR,24,4,2,4,2,0,0,0,0,0,0,20,0,2,0,0,0
Andy Isabella,ARI,WR,26,3,0,5,2,0,0,0,0,0,0,21,0,2,0,0,0
Tony Jones,NOR,RB,25,2,0,2,2,0,0,0,8,0,2,12,0,2,0,0,0
Ko Kieft,TAM,TE,24,4,2,1,1,0,0,0,0,0,0,19,0,2,0,0,0
Trey McBride,ARI,TE,23,3,2,3,3,0,0,0,0,0,0,24,0,2,0,0,0
Trace McSorley,ARI,QB,27,1,0,0,0,12,0,4,20,0,3,0,0,2,0,0,0
Dax Milne,WAS,WR,23,4,0,3,2,0,0,0,0,0,0,18,0,2,0,0,0
Dezmon Patmon,IND,WR,24,1,0,6,2,0,0,0,0,0,0,24,0,2,0,0,0
Armani Rogers,WAS,TE,25,4,0,1,1,0,0,0,0,0,0,23,0,2,0,0,0
Trey Sermon,PHI,RB,23,1,0,0,0,0,0,0,19,0,2,0,0,2,0,0,0
Khalil Shakir,BUF,WR,22,2,0,4,2,0,0,0,0,0,0,23,0,2,0,0,0
Jeff Smith,NYJ,WR,25,4,0,2,1,0,0,0,0,0,0,17,0,2,0,0,0
Kadarius Toney,NYG,WR,23,2,1,3,2,0,0,0,23,0,2,0,0,2,0,0,0
Dwayne Washington,NOR,RB,28,3,0,0,0,0,0,0,18,0,4,0,0,2,0,0,0
Montrell Washington,DEN,WR,23,4,0,2,1,0,0,0,19,0,1,4,0,2,0,0,0
Trevon Wesco,CHI,TE,27,3,1,2,1,0,0,0,0,0,0,23,0,2,0,0,0
Juwann Winfree,GNB,WR,26,2,0,3,1,0,0,0,0,0,0,17,0,2,0,0,0
Gary Brightwell,NYG,RB,23,4,0,0,0,0,0,0,14,0,2,0,0,1,0,0,0
Dyami Brown,WAS,WR,23,4,0,4,1,0,0,0,0,0,0,6,0,1,0,0,0
Michael Burton,KAN,RB,30,4,0,1,1,0,0,0,8,0,2,2,0,1,0,0,0
Keelan Cole,LVR,WR,29,2,1,4,1,0,0,0,0,0,0,12,0,1,0,0,0
Troy Hairston,HOU,RB,24,4,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0
Brian Hoyer,NWE,QB,37,1,1,0,0,37,0,6,0,0,0,0,0,1,0,0,0
Chuba Hubbard,CAR,RB,23,4,0,0,0,0,0,0,28,0,4,0,0,1,0,1,1
Brevin Jordan,HOU,TE,22,2,1,6,3,0,0,0,0,0,0,8,0,1,0,0,0
Tyler Kroft,SFO,TE,30,2,2,2,1,0,0,0,0,0,0,9,0,1,0,0,0
Jordan Mason,SFO,RB,23,4,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0
Rondale Moore,ARI,WR,22,1,1,5,3,0,0,0,-4,0,1,11,0,1,0,0,0
Jalen Nailor,MIN,WR,23,4,0,1,1,0,0,0,0,0,0,13,0,1,0,0,0
Wan'Dale Robinson,NYG,WR,21,1,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0
Kyle Rudolph,TAM,TE,33,1,0,1,1,0,0,0,0,0,0,12,0,1,0,0,0
Darius Slayton,NYG,WR,25,3,0,2,1,0,0,0,0,0,0,11,0,1,0,0,0
Stephen Sullivan,CAR,TE,26,3,0,1,1,0,0,0,0,0,0,13,0,1,0,0,0
Tyrod Taylor,NYG,QB,33,1,0,0,0,11,0,3,30,0,3,0,0,1,1,1,0
C.J. Uzomah,NYJ,TE,29,3,3,1,1,0,0,0,0,0,0,5,0,1,0,0,0
Nick Vannett,NOR,TE,29,1,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0
Tylan Wallace,BAL,WR,23,4,0,3,1,0,0,0,0,0,0,9,0,1,0,0,0
Salvon Ahmed,MIA,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Stephen Anderson,ARI,TE,29,4,0,1,1,0,0,0,0,0,0,2,0,,0,0,0
Devin Asiasi,CIN,,25,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Tutu Atwell,LAR,,23,3,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
C.J. Beathard,JAX,QB,29,1,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0
Giovani Bernard,TAM,,31,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Khari Blasingame,CHI,,26,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Miles Boykin,PIT,,26,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Nick Boyle,BAL,,29,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Malcolm Brown,LAR,,29,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Damiere Byrd,ATL,,29,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Lawrence Cager,NYJ,,25,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,0
Trenton Cannon,TEN,,28,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Cethan Carter,MIA,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tevin Coleman,SFO,,29,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Chris Conley,HOU,,30,2,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Keke Coutee,IND,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Chase Daniel,LAC,,36,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Rico Dowdle,DAL,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bryan Edwards,ATL,WR,24,2,1,3,1,0,0,0,0,0,0,2,0,,0,0,0
Chris Evans,CIN,RB,25,4,0,2,1,0,0,0,0,0,0,4,0,,0,0,0
Darrynton Evans,CHI,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Luke Farrell,JAX,,25,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Demetric Felton,CLE,RB,24,3,0,2,1,0,0,0,-4,0,1,3,0,,0,1,0
Nick Foles,IND,,33,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Feleipe Franks,ATL,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jake Funk,LAR,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Myles Gaskin,MIA,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Cullen Gillaspia,SEA,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Josh Gordon,TEN,,31,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Justin Hardee,NYJ,,28,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Clark Harris,CIN,,38,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jacob Harris,LAR,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Chad Henne,KAN,,37,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Rashard Higgins,CAR,,28,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
J.P. Holtz,NOR,,29,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Brycen Hopkins,LAR,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jesper Horsted,LVR,,25,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Deon Jackson,IND,RB,23,4,0,0,0,0,0,0,-3,0,2,0,0,,0,0,0
Jesse James,CLE,,28,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
D'Ernest Johnson,CLE,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jakob Johnson,LVR,RB,28,4,1,1,1,0,0,0,0,0,0,1,0,,0,0,0
Marcus Johnson,NYG,,28,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tyler Johnson,HOU,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ty Johnson,NYJ,RB,25,4,0,3,1,0,0,0,0,0,0,4,0,,0,0,0
Tyron Johnson,LVR,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Taiwan Jones,BUF,,34,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Case Keenum,BUF,QB,34,1,0,0,0,0,0,2,2,0,3,0,0,,0,0,0
Marcedes Lewis,GNB,,38,4,4,0,0,0,0,0,0,0,0,0,0,,0,0,0
Hunter Long,MIA,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Marlon Mack,SFO,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Chris Manhertz,JAX,TE,30,4,2,1,1,0,0,0,0,0,0,0,0,,0,0,0
Terrace Marshall Jr.,CAR,,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Sean McKeon,DAL,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jason Moore,LAC,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Stanley Morgan Jr.,CIN,,26,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Dare Ogunbowale,HOU,,28,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Gunner Olszewski,PIT,WR,26,4,0,0,0,0,0,0,18,0,2,0,0,,0,2,1
Matthew Orzech,LAR,,27,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Adam Prentice,NOR,RB,25,3,1,1,1,0,0,0,0,0,0,2,0,,0,1,0
James Proche,BAL,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kevin Rader,TEN,,27,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Andre Roberts,CAR,,34,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Amari Rodgers,GNB,,23,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Richard Rodgers,LAC,,30,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Chester Rogers,CLE,,28,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Drew Sample,CIN,TE,26,2,2,2,2,0,0,0,0,0,0,-2,0,,0,0,0
Mason Schreck,HOU,TE,29,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0
Cam Sims,WAS,,26,4,0,3,0,0,0,0,0,0,0,0,0,,0,0,0
Matthew Slater,NWE,,37,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ihmir Smith-Marsette,CHI,,23,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Benny Snell Jr.,PIT,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jack Stoll,PHI,TE,24,4,2,2,1,0,0,0,0,0,0,4,0,,0,0,0
Tommy Sweeney,BUF,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Trent Taylor,CIN,,28,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Keir Thomas,LAR,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Noah Togiai,PHI,,25,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Jalen Tolbert,DAL,WR,23,1,0,2,1,0,0,0,0,0,0,4,0,,0,0,0
Eric Tomlinson,DEN,,30,4,3,1,0,0,0,0,0,0,0,0,0,,0,0,0
Malik Turner,SFO,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
KaVontae Turpin,DAL,WR,26,4,0,0,0,0,0,0,3,0,1,0,0,,0,0,0
Ke'Shawn Vaughn,TAM,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jonathan Ward,ARI,,25,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Derek Watt,PIT,RB,30,4,0,0,0,0,0,0,2,0,1,0,0,,0,0,0
Antonio Williams,NYG,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Damien Williams,ATL,RB,30,1,1,0,0,0,0,0,2,0,2,0,0,,0,0,0
Maxx Williams,ARI,,28,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Malik Willis,TEN,QB,23,1,0,0,0,6,0,4,16,0,4,0,0,,0,1,1
Charlie Woerner,SFO,,25,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Deonte Harty,NOR,WR,25,3,0,2,2,0,0,0,0,0,0,13,0,-1,0,1,1
